sentence_id	sentence	locale	reason
b01863b8750d44d410a3e13847dd45dab786e1b31e0cc44367584be1f250c46c	25 ستمبر 2019، بنکاک ، تھائی لینٚڈ منز ہُوں آئینٚس	mvy	difficult-pronounce
7aa0e87a0e0db74e44f840a0e3e5c53ce9579c75885a189e55cb2614f0ed0615	کُھٹہ مال خوندئیں تھی۔	mvy	grammar-or-spelling
09f6d46ae46bb77078ffd6432498d06569a40b60d6696716512b938c687726da	اَئیں اک نسل نہ مُٹ نسلے زبانی طور تل ڇَیلَیتی	mvy	grammar-or-spelling
e3a007a2708337429bba0a0dae05b0fd1a41154094f7570b91da3fc3fd7a9bff	ریاستوں کِراں تئیں بُٹ ذمہ داریوں تعمیلاں آں منڑنئی طریقہ ہِن	mvy	offensive-language
e3a007a2708337429bba0a0dae05b0fd1a41154094f7570b91da3fc3fd7a9bff	ریاستوں کِراں تئیں بُٹ ذمہ داریوں تعمیلاں آں منڑنئی طریقہ ہِن	mvy	different-language
b2a2c395dbf7301c27912f356594eab78cb86a37078b573dc0a1db49b532c47c	گھریماݜہ فِکِر کراں تھہ۔	mvy	grammar-or-spelling
b363cfd331d59ddcffc761d3bbb99251e70421b297680fa6e17a845297efe4b3	اصلِئیں کراں اِشارہ آں کمَصلاں کراں ڈِھیس۔	mvy	grammar-or-spelling
fb3a22a122e3a3085e9e0b8fac5b345dbd8f1b3cd6f856a4cfd472f8f4418f29	حکیم اکرمَیں دوائ ڇیلَیں یا کر تھی	mvy	grammar-or-spelling
234bc630af50b1387c01b888f0678b46b3554b1c2cad9913c7511956371046e5	سجاد چُن٘ڑی بِشلی تُھو	mvy	offensive-language
779e32aab99ad0f1a977972a290d90eb321d5a993ad459a0c68c255a2bf41f7c	اقوام متحدئیں جنرل اسمبلیں قرارداد/اعلان 2/1، 29 جون	mvy	grammar-or-spelling
b37eade579883015ef94af06bec5c6e4ae4f807ce45ab3ecc6eac0440e168648	تعلیم بٹوں کِراں Jomtien عالمی اعلامیہ (1990) ، Suzhou نتیجی (2014)	mvy	grammar-or-spelling
22fd3ee25dc26a934e50b7313c754a14441ccfa2041d9d3a0c8c2acb781ed0be	کُکُوئیں گئینٚڈ ھُئین کھئیں څُکئیں پِٹھالھُوئینٚت۔	mvy	offensive-language
27f4c8efc269b252ed9342ef2f5e8a9c6ee7da4d2a92b51de7b75a3077da1a26	َھݜَٹ کرہ نئ غمژن زِڑگئ	mvy	grammar-or-spelling
056556e18315cce2f7e4ce0d04166b64fc514962ce13300b9a943f8fa6006c61	ِگوݜَیں مہ عُمراں سکون تُھو۔	mvy	grammar-or-spelling
b37eade579883015ef94af06bec5c6e4ae4f807ce45ab3ecc6eac0440e168648	تعلیم بٹوں کِراں Jomtien عالمی اعلامیہ (1990) ، Suzhou نتیجی (2014)	mvy	grammar-or-spelling
b33d9589a376b99ec4b1839e2a67948d63548fc8253aba2b209edc83cf5b283a	چہ تس اقوام متحدئیں جنرل اسمبلے 13 ستمبر 2007 تل منظور کریلس۔	mvy	grammar-or-spelling
e196751a74160536133892a9ce086ca811db792f96ff3216d13270a84a362687	کم لک وختاں کِراں پاتو گِیل آں منہ گِل چہ اسمبلیں 61 اجلاس ختم ہُوئی	mvy	grammar-or-spelling
d65341f0bf6f012c6f820bf5fda3fb929a1929eee8123d31ac76063a03beac87	اسی لا خلق تاں مُلکَیں آں ساری دُنَیں خبری نھالاں تھو آں ݜُون٘یاں تھو	mvy	grammar-or-spelling
a564b0f256de735e6fc6f0e5c0cd850284d066bff50f69d72fb256ed61fab1be	اَڙ نہ مُڅِی مِکھ اور بَییوں۔	mvy	grammar-or-spelling
522fe4c2e2ae2c1aad947c1c6ff00814ababdb0f4e03ee320f2162df35736fc0	اکبرے تاں مالِکاں کرا گی نی بنہؤں	mvy	grammar-or-spelling
d37f04b9a42451fb64d61ba546fea981d54322a7eb77df12c39ff5fb27e22b22	اضافی وخاں اجازت دیں کِراں اعلامیہ تل غور آں اَس تل عمل کروں	mvy	grammar-or-spelling
2af3006ef6ae9e469899a8112778fa0074da32bcaa51cd7116958a4d8ae7de43	اَس وجہۡ ہِن نبی پاک چو خوشال ہُون٘دوۡ۔	mvy	grammar-or-spelling
19fea14f5167b5ea32c810a42e58b407d0432ce0a9f01b0fbfb0d48fe0e132b0	اس بال ݜے گتہ بنُژ تھی چے اسیں دُو لئ (قِسمہ تھہ) تھی: حُکماں رٹان٘لو آں وجیۡاں رٹان٘لو۔ بے شِکلہ ہِن څَیں پشاگ:[4]	mvy	difficult-pronounce
513140fbb197414bec62198420009138303952f970061c9f95dcf854ce22fdc7	ݜئےاُستاذ چِہ تسِئیں تعلیم تَے تربیتَے صِرف ڇَئے بِیش کالوں	mvy	grammar-or-spelling
2c25759eb987c79869598b607ef40c4926476ad7fb07f73fd2ba398363ad6a20	انشاءاللہ بہتہۡر محسوس کراتھہ۔	mvy	grammar-or-spelling
4d0a6cf10efdf090e973e42a9486c8098768763b47bd0ad21f5ad0f30c4d6010	ایسے تم ملے ہو جیسی مل گئ ہو عطر سے ہوا“	mvy	different-language
7410aae9d9edf885ca8ee8cc2ea244acd0a273dc922a90b2fab5a280dcf1e3fb	لان٘گ یا پتلُون ہِن تاں گھُن٘ڈہۡ پلیؤں اڅھک ہُوئ تھُو۔	mvy	grammar-or-spelling
83918b0f76dcfd12c636e7b86e3fc26b66b441fb5fdb94a2f77d6fb18b075c56	تِیں کمرہ بَوتَل شَندَل تل تھی۔	mvy	grammar-or-spelling
777272dbc5dce903fa7ccd707741207a3fa438608d47f48e0be30a9f2aa220c0	مے تَیں بکرہۡ رُن٘گیُں ہرؤں تُھو	mvy	grammar-or-spelling
a3d8a4cd9f38e9feff40bfc775359fb90cd2eb8b9a51400e73f4db368f69d8c1	نبی علیہ السلامَیں اېں اٛی چرچہ ہُوۡن٘دیۡ؛	mvy	grammar-or-spelling
7d4223dacfae3576a89ef6990ee9b7b8b742a258cc42eab5a112724ab0841bee	ادا کرَیں لاقَت لہ تَنہی نی ہُوئ تھی۔	mvy	grammar-or-spelling
c678a97b39b358d0577fed07929432b2bc71786211d08de1e311efa7bb3d2f78	مہ سَحرَئیں کھئیں ݜُوئیں تل اُتھیات	mvy	grammar-or-spelling
885e2fb5182f22d97f00fab9cd4f3f63aea6cc13763e9fe04c771383c1f58fcf	آں ہیپاٹائٹس ای وائرسَیں پتہۡ 1983 می ایسیۡ۔	mvy	difficult-pronounce
d49664db7f42dc3ebf876e4320f1be7bcb6921c47d8740d856c1d7fb56368a63	پان٘د دُورَیں، گرمی سخ، پن٘دہۡ مہ وے کمم ہُوۡن٘دوۡ،	mvy	grammar-or-spelling
9940acfd8e02fac39d3811d8004c40dfa05a203dc97620843315d7fdb41d34ee	لہ سو زئ وے جمع نی ہو آں پُھوتی نی پھراں۔	mvy	grammar-or-spelling
f741a955fa98be510a40d37906263cd6e601cfa9c25dab772b57899540eb7bd0	آں مُت ݜُو چے دویُوں ݜُو کام سامُوٹھھ	mvy	grammar-or-spelling
3f73f13ec9e6968a6135c7a4d0c8480e3d88d0a9361d53a55a6f2e35530a95ab	سو وخت سو ﷺ بُٹ قبلان٘لہ وَیں مھالیۡ میمونہ اںرض بھا آن٘س	mvy	grammar-or-spelling
3f73f13ec9e6968a6135c7a4d0c8480e3d88d0a9361d53a55a6f2e35530a95ab	سو وخت سو ﷺ بُٹ قبلان٘لہ وَیں مھالیۡ میمونہ اںرض بھا آن٘س	mvy	grammar-or-spelling
f865d6a178ec955ed33a423736c1ce333bbae8df0abbc6ebc4afab06b7c17a9b	چے اسیں موجودگی ہِن چکساں حُکُم نېرؤں ہو تھُو۔امَیں وجہۡ یی تے شرط ہو تھُو گتہ ولے اللہ پاکے رٹاں٘لاں کبلؤں نېری بنیل ہُوئ تھُو۔ اسیں مِثال ݜے تھُو چے ایک ماݜ گھرماݜ کہ مِلیۡ ژھان٘ل کیر، کھیں اُو ہُوئیں تَیں سرَیں مِلیۡ ژھان٘ل نین٘رَیں تھُو۔ ݜیں دُویں بھِیؤں مہ ایک بھیوں ہرؤں الوئ بھیں مِلیۡ، یا اِیوَیں یا (ماݜَیں اِڇݜی) مِلیۡ یا مشئ مِلیۡ نِکاح نہ رٹان٘لو ہُوگا۔ اسی نہ مُت لیونئ ہوں، بیخُود ہوں یا گھرماݜہ وَیں ہر یون٘ہَیں بیماری ایوں ہُم نِوان٘زاں دن رٹان٘لہ تھہ۔	mvy	difficult-pronounce
db934ffbf38ca76b795fdd7439731094fbaca88ee1a7af94fca80edafbb75343	قلم نھالہ کھیں پان٘ژ ݜو ایک چن٘ڑوۡ آں اچھوۡ څیز تُھو ولے	mvy	grammar-or-spelling
ed9b69eb02430d9adcbc1bef2578696edc9085865f5f27303dc40ae08377e1be	مِگے پان پشَئیں کِراں اک ماݜ پکار تُھو۔	mvy	grammar-or-spelling
f865d6a178ec955ed33a423736c1ce333bbae8df0abbc6ebc4afab06b7c17a9b	چے اسیں موجودگی ہِن چکساں حُکُم نېرؤں ہو تھُو۔امَیں وجہۡ یی تے شرط ہو تھُو گتہ ولے اللہ پاکے رٹاں٘لاں کبلؤں نېری بنیل ہُوئ تھُو۔ اسیں مِثال ݜے تھُو چے ایک ماݜ گھرماݜ کہ مِلیۡ ژھان٘ل کیر، کھیں اُو ہُوئیں تَیں سرَیں مِلیۡ ژھان٘ل نین٘رَیں تھُو۔ ݜیں دُویں بھِیؤں مہ ایک بھیوں ہرؤں الوئ بھیں مِلیۡ، یا اِیوَیں یا (ماݜَیں اِڇݜی) مِلیۡ یا مشئ مِلیۡ نِکاح نہ رٹان٘لو ہُوگا۔ اسی نہ مُت لیونئ ہوں، بیخُود ہوں یا گھرماݜہ وَیں ہر یون٘ہَیں بیماری ایوں ہُم نِوان٘زاں دن رٹان٘لہ تھہ۔	mvy	difficult-pronounce
043e809cb34328ef297a0054f974c064b5efe3ea42b0e09bc572cd927317d56f	او ما شِݜیل قدر ہوں	mvy	grammar-or-spelling
099c9781cc4dc11218d52ab6cdb0c4d23bcbb679c1e184d179da4c9fa74e7cf5	مرض دَھیں نہ پتَیں اسیں بہتہۡرین علاج	mvy	grammar-or-spelling
111845ae68e7b803db85e2d59efad576aa4004e4a266ea7ded302152a0a39e39	زات کیں مڅھؤں تے کیں س2گلؤں دگلے سو اگار لا قابُو آئ	mvy	grammar-or-spelling
f865d6a178ec955ed33a423736c1ce333bbae8df0abbc6ebc4afab06b7c17a9b	چے اسیں موجودگی ہِن چکساں حُکُم نېرؤں ہو تھُو۔امَیں وجہۡ یی تے شرط ہو تھُو گتہ ولے اللہ پاکے رٹاں٘لاں کبلؤں نېری بنیل ہُوئ تھُو۔ اسیں مِثال ݜے تھُو چے ایک ماݜ گھرماݜ کہ مِلیۡ ژھان٘ل کیر، کھیں اُو ہُوئیں تَیں سرَیں مِلیۡ ژھان٘ل نین٘رَیں تھُو۔ ݜیں دُویں بھِیؤں مہ ایک بھیوں ہرؤں الوئ بھیں مِلیۡ، یا اِیوَیں یا (ماݜَیں اِڇݜی) مِلیۡ یا مشئ مِلیۡ نِکاح نہ رٹان٘لو ہُوگا۔ اسی نہ مُت لیونئ ہوں، بیخُود ہوں یا گھرماݜہ وَیں ہر یون٘ہَیں بیماری ایوں ہُم نِوان٘زاں دن رٹان٘لہ تھہ۔	mvy	difficult-pronounce
9d8d7c508a0e48546e0772b1ddbf14bfd1ce81e9d47c2d980e5a4cd6a1704e76	اللہ پاکے ”دېل یا چکساں حُکُم“ نیېَیں یاں بنیل ہو۔	mvy	grammar-or-spelling
6ab022e020e2e099b1aef7916b4cde43b8261eafeb0609e73dc989933c778ed9	چے تسی مہ اللہ پاکے کرَؤں یاں یا نېرؤں لُکھیل ہو،	mvy	grammar-or-spelling
973de656410fbcb15ef40cdf39b93cec8af18b07ea3fe55f3ff2f81e53a465e9	کدُوں بیُو ڇا یُوں استعمال کیریۡ کھیں جُوڑ ہو تُھو۔	mvy	difficult-pronounce
973de656410fbcb15ef40cdf39b93cec8af18b07ea3fe55f3ff2f81e53a465e9	کدُوں بیُو ڇا یُوں استعمال کیریۡ کھیں جُوڑ ہو تُھو۔	mvy	different-language
973de656410fbcb15ef40cdf39b93cec8af18b07ea3fe55f3ff2f81e53a465e9	کدُوں بیُو ڇا یُوں استعمال کیریۡ کھیں جُوڑ ہو تُھو۔	mvy	grammar-or-spelling
973de656410fbcb15ef40cdf39b93cec8af18b07ea3fe55f3ff2f81e53a465e9	کدُوں بیُو ڇا یُوں استعمال کیریۡ کھیں جُوڑ ہو تُھو۔	mvy	offensive-language
e3ad7ad2e4aaddcc99e1aa5bdb650caf6ba6f8ea71f55c83a4eb3c6a14270789	سین اے لکھہ سَیَضرِبُ	mvy	grammar-or-spelling
eecbaf2af6d7936a65a6091727a730da04544207f42c2ee19ed7bdc0b536ae4b	کاپھرہ (دین نہ مُنکُرہ) دین قبلان٘لاں دن بناں تھہ	mvy	grammar-or-spelling
f6b0aa6df8ab7f5318b8c3ea5c912113cc3950dd228907f8f997e4d5d6c3ba30	اسی بہ بېل نِوان٘ز نی ہُوئ تُھو۔	mvy	grammar-or-spelling
cdc53075ec44cb2c2eb99b490baab42a9b5cca34257fcc60e3798bc56148fb77	دبڑ دُھوس ہوگا تئیں سو دبدبہ	mvy	grammar-or-spelling
ecfed553230b57ca0dd72772cd4185406507eced1cf1b351cb4362e4a9f28a33	سیں ݜس بناں تھہۡ۔یْ	mvy	grammar-or-spelling
da640752160e27453d8bdd4c372a2469b33001938ba60e8afd6f5870b73f3f7d	مَیں کُڑہ بَٹَوں دَے څھے۔	mvy	grammar-or-spelling
f6b0aa6df8ab7f5318b8c3ea5c912113cc3950dd228907f8f997e4d5d6c3ba30	اسی بہ بېل نِوان٘ز نی ہُوئ تُھو۔	mvy	grammar-or-spelling
bfc0749ba244a93e45417a9de2764d1106b73c11e5ef1ffd0254f312a61ebff4	پِینشِیں نِوانز زَئیں جُمات منز اکُو اَئیڑ تل ہُونت۔	mvy	grammar-or-spelling
f065d65ba6c62ceb6e28c780155737f6022a1df4e523ffd584c2d361318636cc	چِہ صرف ڇَئے بِیش کالوں کھٹوں وَخ مَز علم تےحکمتِیاں آں تہذیب تَے تربیتاں ڇَول گُیال آنٚس	mvy	grammar-or-spelling
111845ae68e7b803db85e2d59efad576aa4004e4a266ea7ded302152a0a39e39	زات کیں مڅھؤں تے کیں س2گلؤں دگلے سو اگار لا قابُو آئ	mvy	grammar-or-spelling
0376b603dc63a5729b2988e80476eb41baaf337f17b56efa2d4bda5a6f80ae3c	تُوۡ کل اِیݜَت ۔	mvy	grammar-or-spelling
f6358e09cc50be39145c82acb1496c29b110b4d636c610a96433270b25b05e2c	نزلہ زُکاماں دن ایک بہتہۡرین دوائ سݩدُژیۡ تھی	mvy	grammar-or-spelling
001457a77d08687729ee5ca5ab0776a684b396197876b407a139f6a59fc0398b	جہالتِئیں وَج ہِن سابُوئِت دنیاں مز زلیل تے خوار آنٚسے	mvy	grammar-or-spelling
c95a563511627f126952a988b7df13468ac9e29c996494ac812d6936efed2aea	نیژ مہ تِلَیں ایں مرض چئ خطرناک تھی	mvy	grammar-or-spelling
9d8d7c508a0e48546e0772b1ddbf14bfd1ce81e9d47c2d980e5a4cd6a1704e76	اللہ پاکے ”دېل یا چکساں حُکُم“ نیېَیں یاں بنیل ہو۔	mvy	grammar-or-spelling
05b34c24fe11d9ecb662ae86559449bd500b9c240dd98da8d94e21dad1b9ba14	خو سَیں وخ لن٘گھاں بئ لُوں اؤن٘ݜاں بېں تھی۔	mvy	grammar-or-spelling
111845ae68e7b803db85e2d59efad576aa4004e4a266ea7ded302152a0a39e39	زات کیں مڅھؤں تے کیں س2گلؤں دگلے سو اگار لا قابُو آئ	mvy	grammar-or-spelling
1865cf5cc9a310110ddf2a9230ff42fdff906ad5850c2528fa36c5da35f374a6	ہر ایک دیس شُو لن٘گھَیں لمِل۔	mvy	grammar-or-spelling
