sentence_id	sentence	variant	sentence_domain	source	is_used	clips_count
03f9f9f60a47ec8e5cb3708806a07414d182ebea4f97a6df3cde60d18a5e8422	اُستا معاشرہ سن٘دان٘لو ہُوئ تُھو			self	1	9
03fd2435706670c47604968b4ceabde2dc9db2caaf064a96ba16991555bb8902	ولے اللہ پاکاں ہیُو دژاؤ ڇِہېلو ص وسلمے بانیۡ			Sawaat Paighambar	1	2
03fe175f50de87e2a430cbba7544b6477bfc5a151502ac0a52b5ee17aa6d275c	بنو قینقاع یہودی وَیں اېک قوم آن٘سیۡ			Sawaat Paighambar	1	3
04038d6e63e4d5c291936e18ec406aa947c8e68974619e90162cd7f583aeae57	ہِئیں بُڈئیے مُت شنٚڈو باشاگِل۔			IK proverbs	1	5
04070501740dcdb472c04d9593217ed0221a2482ab3191db55eb4727dc211f6d	چےۡ مُسلما لہ سِواں ݜِݜہ لا اُولی ہُو تھہ۔			Sawaat Paighambar	1	2
041595a1ed9778ad8c0e39a8ebce6473c135752c2afd3e743c6a1b6586b47c14	ݜُو وجہۡ نہ اَس ݜس ڈل مہ گلہ چھی۔			Warya Usool e Fiqha	1	3
041c9130e6e021efc76aa107541e34b75e03d170d75bb789ba5d3b4f42567cc3	اېوں دُوۡیُوں مژہۡ پُرَیں کݨَیں (دشمنی) آن٘سیۡ۔			Sawaat Paighambar	1	3
041e9eb8bf0991494da07f0bbdc7d04924e76d6fa9b41f53dc042fa21a0e0f67	گاں خلکؤں بانیۡ: ”تُس بس زاں ڙر عام ماݜہ تھہ			Panj Surah Translation	1	3
042512edb5ea780607ff1c7e4517169c2e8bdb5170a4b3368017ad1b615e8f85	میڈیا لا ہر قسماں علم جمع تھو۔		media_entertainment	امئیں	1	9
0437bc4e2fe440763c15b18c91b0f7d064c1a172940167a84a6f6fdf0f6189ec	اسے صرف سو بلی یاں جواب ای تُھو کؤں چے اسیں دن سِڇھیا چھی			self	1	8
04386db1030bf4461130c043d82ca4fd5592a8222cf61bac2370fa1aeea2cf7f	حقیقت ݜُو تھی چے اُو مفتی صاحباں حُسن ظن تُھو			Warya Usool e Fiqha	1	3
043e809cb34328ef297a0054f974c064b5efe3ea42b0e09bc572cd927317d56f	او ما شِݜیل قدر ہوں			Column for Magazine Shaari(Draft)	1	3
04409414f7e12a5a3d268d885f02a1cafd22698d99f868c9196fce0cbc8f0a15	کسیں عُمُر بے چئیرؤں کھیں تسیں پیداوخ بے اُلٹہ کرِگ تھہ			Panj Surah Translation	1	3
045f973448f4576074fe3b5986e282143286d1c18190331219b1e21789c710dc	تُو خلکہ واں با ہُم تُھو آں ڙھا ہُم تُھو			Column for Magazine Shaari(Draft)	1	2
0460e9d3eba937452fc3e562a4dd12ead4404707ba931a7527594e8a0520961b	ہِجرتیں سلسلہ مِٹھیں چئ ہون٘دیۡ کھیں،			Sawaat Paighambar	1	2
0469ccb68c11c8899cba7094d3d57c2988f7060e6e2ac43d9baf142f430dcc51	بلکہ پُوئیر دُنَئیں کِراں ہدایتیاں سَو ابدی ڇَول گُیال آنٚس			IK essays & storys	1	3
046a948f8b29cb74774ceac111072f833c60563131b80f4fcfde39da0a117533	آں اَیوں میں اضافہ کرہانس، بٹ ڇِھڇئیں زِبوں ضرورتوں سلسلہ مہ			UNESCO MLEWG Document-Translated	1	2
046b77bbc581c6e195727cce8772ae0c43c416540ba0b525e6d610ce560d7695	ݜلہ ہاریۡ چےۡ عام ماݜ ہُم اسِیں محتاج تُھو۔			Column for Magazine Shaari(Draft)	1	3
046ca3993727185e38e1786b95c6a83481c130fd2357e52e0da8dfe271e49c4a	کرؤ اْے نھال کھیں تسے مُت کرؤ لیل ہُوند			Self	1	7
046d07dcf381d45f667066c08c46dbcd13cc6c7a55ee26b67b41a0373dd60619	مِٹھوۡ کھؤں (رِزق) آں مزیُوں دی پون٘شېلوۡ باغ ہو تُھو۔			Panj Surah Translation	1	3
0479c46587b827811b9cc3d7275e3dfb389c06f4d0f50e190e24bc2ef48b1293	ہِیُو تسیں قبلان٘لو ہو آں کاپھُر نی ہول ہو۔			Warya Usool e Fiqha	1	3
047a71c45b8792a60eb559424ddd868c439790bad4709fdbae04f2ecc735832f	شرط پاتیُوں پُوروۡ دیس تُو وے نی پُویائ۔			Desi Ilaaja (Draft)	1	3
0485fec9d948f34ed63664d10aaf52b4997a2706923777c92f5608111c8cca0a	کیں چے بُٹیۡ ژبہۡ پَیدا کرچھی،			Warya Usool e Fiqha	1	3
0486f17bcc07d799ee1b203f47ce9ef6279aeed407188829192617e2c218ebc7	گَولہ چِہ بٹاں سنزَئیل بُتوں کِراں سجدی ہُوئینٚسی			IK essays & storys	1	2
049032c3b1b19404cf727c865722ca9b82f37cdbcc65a0364fd3945ea5a0b46d	حارث بن ابی ہالہ، ہند بن ابی ہالہ			Sawaat Paighambar	1	3
04ae127cde79721f216421a3a60eaaab715ccd7aeb8a0fd1477ee1aacab6cf2c	کن٘ڑہۡ تے نسور گتہ تُوہہۡ تت ہو ہاں تھہ۔			Column for Magazine Shaari(Draft)	1	3
04fc0aa01e271bc9c967b2bd877282b68341ff7cae834021d6af060376f1333f	پُوروۡ کال مختلف موسمہ کوستَیں علاقوں مژ بسیرا کراں تھہ۔			Column for Magazine Shaari(Draft)	1	3
050307bf5951d667dc93455532a2ee3e0bc571b3166789a1249265b67bfcea6d	نبوّتِیاں اِگالشؤں کال، مدینہ منورہ مژ			Sawaat Paighambar	1	3
051263840b883355a30c0eac49d2dd90003ee2d2b66f1fb69b98808cfa3c500e	ݜس وجہۡ ہِن زاں اواز مہ گی اثر نی تُھو۔			Column for Magazine Shaari(Draft)	1	3
05246fc29fcf10c59db535794186ee604ddf4f966564fab35a5f69b2af540289	میں تی وات ہیو ڙِھکُژ تُھو۔			self	1	9
0529d4e8a7e5d59411792ee909d2f517dc2603cae65e26cab5020a1a8fc6d765	خوار مَھولئیں مسلہ خوار ہُوئینٚت۔			IK proverbs	1	7
05452ee54a77418568a021f9baa616b163272d5f604d4154f2807ea561c1232c	اسیں مثبت کِھن٘گ ݜُو تھی چے			Warya Usool e Fiqha	1	3
054bb084250f03a7141bafcb3e1181b7fd3fe1ed274f0ebd3271d8d78fc7efb9	معامِلؤں مہ ایک ادم ہُم کم ہُون٘دُوں اُو نی ہول ہو تُھو۔			Warya Usool e Fiqha	1	3
05504fd6832531f58ff3e3288c4a3523b30d23e10088ed91817da01a9cd783a9	ہر سو عمل چہ تسئیں مقصد یا اثر سئیں جدا جدا خلکوں حیثیت ہِن				1	6
055c1d515c9e1126de6cd2c442b9c03c28565555db38eccc5348d90d5ff464de	منہ دِھئے ہاں ݜُویاں بَوئے۔			IK proverbs	1	5
056096a01408e05a5a88e6d3515cfdef7afc229fb21cc3ba00ac348cfeffafcd	اجازت ملَیں مِلیۡ رسول اللہ صلی اللہ علیہ وسلمے			Sawaat Paighambar	1	3
05611223833b2a88f72319fed5956c3d66a380b3ac0bda381e5b400718aa9ef5	چے اس گھداؤ واپس اسیں مرگلئیوں حوالہ کرِگ ۔			Column for Magazine Shaari(Draft)	1	3
056556e18315cce2f7e4ce0d04166b64fc514962ce13300b9a943f8fa6006c61	ِگوݜَیں مہ عُمراں سکون تُھو۔			self	1	3
0567cb36e4fc35dc3c9108b5769280f082930de3e258d622bc856a403bd4c761	ݜُو شاں آواز مہ دُنئیں گِھن٘لی موسیقی لا نی دم۔			Story (Draft)	1	2
057ccf9301d6586f4f4138edd706a532b992869ef4288fac88ac3728153d8557	دُنَیں ارمانَیں زائ تھی				1	3
05883035295e0ed15c78b4b93e3c9e4c2f2d4e9874c080b8110e68e97390cdac	اېک ݜُو شاناں ورچوئل تعلیماں سسٹم سندؤں ہو تُھو			Column for Magazine Shaari(Draft)	1	3
0597371e235f2f5e68f59f6e6a46ceb8f2a43a7367f5b614bea05ddeab60bc8a	سِوَیں ہُم رسول علیہ سلام مِلی لوز کرے			Sawaat Paighambar	1	3
059fe88c5dd11f456d1ad4f86958c4c3a50674dc9b37c958ef66a30ad54c9a80	ہلاک اوک تل  دشوئ ڇبیش کالؤں نہ کام لگیا تُھو			self	1	10
05a913677440188a91650fc478b7018214a00802925d7e7639c1182711df0fed	آز بِلال ستَئیں تل ہُوئینت۔			Indus Kohistani- Urdu- English Conversation	1	2
05b10164daef106736aa0a564db2b92de7a819227e54f0c337ad87297d112449	ساوات دلیلاں نؤں تُھو اِستِصحاب			Warya Usool e Fiqha	1	3
05b34c24fe11d9ecb662ae86559449bd500b9c240dd98da8d94e21dad1b9ba14	خو سَیں وخ لن٘گھاں بئ لُوں اؤن٘ݜاں بېں تھی۔			Foreword for Desi Ilaaja (Draft)	1	2
05ba564bd823b079b9b3191f52ed33a388b233b284d9c159b206d24102b93cdf	قدرتی مشکلاتواں عمل دخل تُھو۔			Column for Magazine Shaari(Draft)	1	3
05c471f459fe2db46f5f991a70fb1bba62427bf63dbb2d8e59d45dbedcd55fc9	آں مژ مہ بِگلاں پیڇی یاں پُوڇ علم جان ای گا۔			Story (Draft)	1	3
05cfea685ae4f7d6d3be3e7b3833d65efe4ca3ec5bed1788eb0cdcb088a9cdc1	مَہ کوہستاناں تُھو پُھنڈَو ریحاناں تُھو			Poem for IK book for class 1	1	7
05d1ae604685cad56deea3abf527b067d01a808248e8f3a9f11bb3882669df53	ایں تاں کمہ بُٹ امَیں کرا تھہ۔			self	1	9
05db6091b3158175d19c07656be53539f5e0d0809e0ae9cd1d54e213e7ed58a4	گُردہ آں مُوڙُوٹیں گِٹی ٹُکڑی ٹُکڑی ہُو نِکاتھی۔			Desi Ilaaja (Draft)	1	3
05de0b6f2f4a32953b5330407e38668ef7194dfffae7d057322446adc1836e55	اېں (ہسیۡ ہِن) کھوژان٘س (تپُوس کران٘س)			Panj Surah Translation	1	2
