clip	duration[ms]
common_voice_mvy_42078829.mp3	3024
common_voice_mvy_42369383.mp3	4536
common_voice_mvy_42389214.mp3	3600
common_voice_mvy_42375619.mp3	3096
common_voice_mvy_42395180.mp3	4068
common_voice_mvy_42063680.mp3	5976
common_voice_mvy_42395347.mp3	3420
common_voice_mvy_42021405.mp3	6336
common_voice_mvy_42403361.mp3	4500
common_voice_mvy_42376412.mp3	4608
common_voice_mvy_42552942.mp3	4860
common_voice_mvy_42052751.mp3	4716
common_voice_mvy_42366981.mp3	3240
common_voice_mvy_42552851.mp3	6480
common_voice_mvy_42362844.mp3	3600
common_voice_mvy_42604457.mp3	4608
common_voice_mvy_42363640.mp3	3096
common_voice_mvy_42350214.mp3	3996
common_voice_mvy_42060797.mp3	4716
common_voice_mvy_42396703.mp3	7020
common_voice_mvy_42393942.mp3	3240
common_voice_mvy_42547636.mp3	5256
common_voice_mvy_42392500.mp3	6660
common_voice_mvy_42072355.mp3	4788
common_voice_mvy_42348484.mp3	5148
common_voice_mvy_42385864.mp3	3996
common_voice_mvy_42062876.mp3	5328
common_voice_mvy_42348687.mp3	4320
common_voice_mvy_42055850.mp3	4968
common_voice_mvy_42384302.mp3	3420
common_voice_mvy_42604489.mp3	3276
common_voice_mvy_42350835.mp3	5436
common_voice_mvy_42081193.mp3	6696
common_voice_mvy_42065924.mp3	4536
common_voice_mvy_42370393.mp3	4608
common_voice_mvy_42370062.mp3	9540
common_voice_mvy_42093116.mp3	2916
common_voice_mvy_42078609.mp3	3096
common_voice_mvy_42079477.mp3	4788
common_voice_mvy_42080519.mp3	3600
common_voice_mvy_42369347.mp3	4320
common_voice_mvy_42395296.mp3	4896
common_voice_mvy_42395074.mp3	3528
common_voice_mvy_42413289.mp3	5616
common_voice_mvy_42052663.mp3	9180
common_voice_mvy_42352210.mp3	3240
common_voice_mvy_42350692.mp3	4356
common_voice_mvy_42374077.mp3	4176
common_voice_mvy_42385784.mp3	5796
common_voice_mvy_42360938.mp3	5400
common_voice_mvy_42124189.mp3	2916
common_voice_mvy_42056615.mp3	7920
common_voice_mvy_42011542.mp3	5328
common_voice_mvy_42395700.mp3	5256
common_voice_mvy_42081167.mp3	3960
common_voice_mvy_42061349.mp3	3456
common_voice_mvy_42391554.mp3	3600
common_voice_mvy_42346722.mp3	3528
common_voice_mvy_42064817.mp3	5688
common_voice_mvy_42385642.mp3	5580
common_voice_mvy_42007397.mp3	4140
common_voice_mvy_42042128.mp3	5148
common_voice_mvy_42366546.mp3	4320
common_voice_mvy_42064148.mp3	4068
common_voice_mvy_42361294.mp3	3780
common_voice_mvy_42048879.mp3	3816
common_voice_mvy_42079610.mp3	4356
common_voice_mvy_42397095.mp3	6300
common_voice_mvy_42024815.mp3	5400
common_voice_mvy_42604502.mp3	5436
common_voice_mvy_42076134.mp3	4428
common_voice_mvy_42395790.mp3	4176
common_voice_mvy_42373638.mp3	6480
common_voice_mvy_42064416.mp3	3996
common_voice_mvy_42348517.mp3	4068
common_voice_mvy_42357189.mp3	2880
common_voice_mvy_48992974.mp3	4716
common_voice_mvy_42079193.mp3	4716
common_voice_mvy_42362616.mp3	4500
common_voice_mvy_42363733.mp3	4608
common_voice_mvy_42348110.mp3	5148
common_voice_mvy_42367118.mp3	3420
common_voice_mvy_42011680.mp3	3708
common_voice_mvy_42369360.mp3	5580
common_voice_mvy_42060823.mp3	4176
common_voice_mvy_42395934.mp3	4860
common_voice_mvy_42546210.mp3	6336
common_voice_mvy_42067243.mp3	4356
common_voice_mvy_42377934.mp3	3060
common_voice_mvy_42374225.mp3	3636
common_voice_mvy_42413215.mp3	4068
common_voice_mvy_42546275.mp3	4716
common_voice_mvy_42079925.mp3	3276
common_voice_mvy_42396434.mp3	3348
common_voice_mvy_42451915.mp3	2736
common_voice_mvy_42386147.mp3	5940
common_voice_mvy_42415226.mp3	5508
common_voice_mvy_42056703.mp3	8028
common_voice_mvy_42067116.mp3	2628
common_voice_mvy_42012631.mp3	3960
common_voice_mvy_42007865.mp3	5040
common_voice_mvy_42370627.mp3	5076
common_voice_mvy_42375704.mp3	4356
common_voice_mvy_42373838.mp3	3636
common_voice_mvy_42390799.mp3	4860
common_voice_mvy_42736068.mp3	5868
common_voice_mvy_42010361.mp3	3420
common_voice_mvy_42398320.mp3	3600
common_voice_mvy_42020688.mp3	3780
common_voice_mvy_42393092.mp3	2736
common_voice_mvy_42386518.mp3	5688
common_voice_mvy_42012721.mp3	5760
common_voice_mvy_42390700.mp3	4788
common_voice_mvy_42011726.mp3	6048
common_voice_mvy_42392854.mp3	3096
common_voice_mvy_42180490.mp3	3816
common_voice_mvy_42080353.mp3	8136
common_voice_mvy_42080513.mp3	7668
common_voice_mvy_42043219.mp3	3456
common_voice_mvy_42010306.mp3	5616
common_voice_mvy_42381006.mp3	3780
common_voice_mvy_42079486.mp3	5688
common_voice_mvy_42392559.mp3	4896
common_voice_mvy_42078871.mp3	8028
common_voice_mvy_42395021.mp3	2808
common_voice_mvy_42063612.mp3	5976
common_voice_mvy_42390023.mp3	3528
common_voice_mvy_42075982.mp3	4320
common_voice_mvy_42414227.mp3	3528
common_voice_mvy_42346879.mp3	4860
common_voice_mvy_42391903.mp3	3060
common_voice_mvy_42085538.mp3	4680
common_voice_mvy_42357186.mp3	4500
common_voice_mvy_42391869.mp3	3276
common_voice_mvy_42064715.mp3	3816
common_voice_mvy_42380384.mp3	4536
common_voice_mvy_42007862.mp3	3780
common_voice_mvy_42393530.mp3	3276
common_voice_mvy_42370253.mp3	4428
common_voice_mvy_42011852.mp3	7956
common_voice_mvy_42351410.mp3	3096
common_voice_mvy_42080979.mp3	4860
common_voice_mvy_42074954.mp3	5616
common_voice_mvy_42063214.mp3	6156
common_voice_mvy_42377917.mp3	4140
common_voice_mvy_42060781.mp3	5148
common_voice_mvy_42060250.mp3	6336
common_voice_mvy_42367015.mp3	3276
common_voice_mvy_42360070.mp3	3960
common_voice_mvy_42370136.mp3	6948
common_voice_mvy_42363586.mp3	3276
common_voice_mvy_42397709.mp3	3096
common_voice_mvy_42397509.mp3	3348
common_voice_mvy_42363570.mp3	2988
common_voice_mvy_42429405.mp3	5616
common_voice_mvy_42383812.mp3	8280
common_voice_mvy_42363343.mp3	3996
common_voice_mvy_42043258.mp3	4644
common_voice_mvy_42393968.mp3	5796
common_voice_mvy_42368430.mp3	5220
common_voice_mvy_42080158.mp3	2340
common_voice_mvy_42080109.mp3	5868
common_voice_mvy_42053451.mp3	4356
common_voice_mvy_42361271.mp3	6480
common_voice_mvy_42075984.mp3	4428
common_voice_mvy_42397707.mp3	3816
common_voice_mvy_42368414.mp3	3888
common_voice_mvy_42547778.mp3	4356
common_voice_mvy_42180404.mp3	3960
common_voice_mvy_42079600.mp3	4788
common_voice_mvy_42007883.mp3	4608
common_voice_mvy_42075805.mp3	3096
common_voice_mvy_42376572.mp3	3276
common_voice_mvy_42414132.mp3	4608
common_voice_mvy_42380563.mp3	4140
common_voice_mvy_42412763.mp3	4500
common_voice_mvy_42052719.mp3	3780
common_voice_mvy_42395951.mp3	3888
common_voice_mvy_42385683.mp3	7848
common_voice_mvy_42056745.mp3	9216
common_voice_mvy_42556845.mp3	4356
common_voice_mvy_42545039.mp3	4716
common_voice_mvy_42367573.mp3	2808
common_voice_mvy_42067062.mp3	2700
common_voice_mvy_42011846.mp3	4356
common_voice_mvy_42380438.mp3	5400
common_voice_mvy_42396018.mp3	4320
common_voice_mvy_42008530.mp3	4608
common_voice_mvy_42370202.mp3	3096
common_voice_mvy_42412799.mp3	4140
common_voice_mvy_42387930.mp3	2628
common_voice_mvy_42397472.mp3	3960
common_voice_mvy_42352087.mp3	5220
common_voice_mvy_42392091.mp3	5508
common_voice_mvy_42478844.mp3	8568
common_voice_mvy_42021467.mp3	4356
common_voice_mvy_42383871.mp3	3636
common_voice_mvy_42056197.mp3	6048
common_voice_mvy_42081183.mp3	2988
common_voice_mvy_42021616.mp3	3420
common_voice_mvy_42345979.mp3	3276
common_voice_mvy_42394170.mp3	3888
common_voice_mvy_42394353.mp3	4536
common_voice_mvy_42397800.mp3	3060
common_voice_mvy_42384641.mp3	5796
common_voice_mvy_42081236.mp3	3708
common_voice_mvy_42373612.mp3	9648
common_voice_mvy_42368967.mp3	2916
common_voice_mvy_42012188.mp3	3528
common_voice_mvy_42361113.mp3	3996
common_voice_mvy_42348770.mp3	3600
common_voice_mvy_42398271.mp3	3456
common_voice_mvy_42365084.mp3	7020
common_voice_mvy_42351658.mp3	4356
common_voice_mvy_42080734.mp3	4320
common_voice_mvy_42080596.mp3	6588
common_voice_mvy_42403721.mp3	5940
common_voice_mvy_42352390.mp3	3600
common_voice_mvy_42364247.mp3	4320
common_voice_mvy_42414608.mp3	3600
common_voice_mvy_42067082.mp3	2808
common_voice_mvy_42086437.mp3	4896
common_voice_mvy_42008580.mp3	3816
common_voice_mvy_42357060.mp3	3276
common_voice_mvy_42398382.mp3	3636
common_voice_mvy_42360271.mp3	4536
common_voice_mvy_42079591.mp3	3276
common_voice_mvy_42264510.mp3	4896
common_voice_mvy_42370230.mp3	4176
common_voice_mvy_42043221.mp3	7776
common_voice_mvy_42363190.mp3	3096
common_voice_mvy_42055856.mp3	5256
common_voice_mvy_42360559.mp3	4068
common_voice_mvy_42362840.mp3	4860
common_voice_mvy_42021407.mp3	6408
common_voice_mvy_42080504.mp3	3924
common_voice_mvy_42011244.mp3	4140
common_voice_mvy_42376383.mp3	5400
common_voice_mvy_42085291.mp3	4320
common_voice_mvy_42556835.mp3	3888
common_voice_mvy_42392037.mp3	4788
common_voice_mvy_42352414.mp3	3996
common_voice_mvy_42064178.mp3	5688
common_voice_mvy_42397740.mp3	4788
common_voice_mvy_42368526.mp3	3456
common_voice_mvy_42360650.mp3	3960
common_voice_mvy_42397920.mp3	3528
common_voice_mvy_42008455.mp3	3348
common_voice_mvy_42388940.mp3	3780
common_voice_mvy_42020684.mp3	5868
common_voice_mvy_42363512.mp3	3240
common_voice_mvy_42368600.mp3	4608
common_voice_mvy_42376382.mp3	5580
common_voice_mvy_42368405.mp3	6156
common_voice_mvy_42365036.mp3	4140
common_voice_mvy_42387943.mp3	3348
common_voice_mvy_42390557.mp3	5868
common_voice_mvy_42380742.mp3	2880
common_voice_mvy_42043049.mp3	4248
common_voice_mvy_42072984.mp3	5976
common_voice_mvy_42072980.mp3	3348
common_voice_mvy_42384232.mp3	2736
common_voice_mvy_42064671.mp3	3420
common_voice_mvy_42533330.mp3	4896
common_voice_mvy_42060418.mp3	3708
common_voice_mvy_42393722.mp3	3060
common_voice_mvy_42396080.mp3	3528
common_voice_mvy_42413610.mp3	3636
common_voice_mvy_42385729.mp3	4176
common_voice_mvy_42352061.mp3	4428
common_voice_mvy_42369796.mp3	2988
common_voice_mvy_42079404.mp3	6588
common_voice_mvy_42079551.mp3	7848
common_voice_mvy_42369104.mp3	4860
common_voice_mvy_42361182.mp3	3816
common_voice_mvy_42474259.mp3	8748
common_voice_mvy_42390134.mp3	5328
common_voice_mvy_42387710.mp3	5580
common_voice_mvy_42361141.mp3	5616
common_voice_mvy_42014212.mp3	2880
common_voice_mvy_42375285.mp3	6516
common_voice_mvy_42088951.mp3	3456
common_voice_mvy_42556852.mp3	7380
common_voice_mvy_42352207.mp3	8316
common_voice_mvy_42351369.mp3	5220
common_voice_mvy_42370649.mp3	3816
common_voice_mvy_42349205.mp3	6300
common_voice_mvy_42376380.mp3	5580
common_voice_mvy_42370023.mp3	4068
common_voice_mvy_42413166.mp3	5508
common_voice_mvy_42390061.mp3	4500
common_voice_mvy_42377829.mp3	3348
common_voice_mvy_42384029.mp3	3276
common_voice_mvy_42021316.mp3	6480
common_voice_mvy_42043145.mp3	8280
common_voice_mvy_42369027.mp3	2988
common_voice_mvy_42389038.mp3	3456
common_voice_mvy_42365757.mp3	2880
common_voice_mvy_42405545.mp3	3816
common_voice_mvy_42378871.mp3	3888
common_voice_mvy_42379197.mp3	4680
common_voice_mvy_42347523.mp3	6336
common_voice_mvy_42067387.mp3	5760
common_voice_mvy_42367284.mp3	3780
common_voice_mvy_42364340.mp3	8028
common_voice_mvy_42403387.mp3	6336
common_voice_mvy_42085292.mp3	3780
common_voice_mvy_42089374.mp3	4176
common_voice_mvy_42064199.mp3	6696
common_voice_mvy_42413274.mp3	3420
common_voice_mvy_42063705.mp3	4716
common_voice_mvy_42024396.mp3	6048
common_voice_mvy_42363465.mp3	7848
common_voice_mvy_42397092.mp3	5436
common_voice_mvy_42060936.mp3	6768
common_voice_mvy_42363276.mp3	3600
common_voice_mvy_42363823.mp3	5040
common_voice_mvy_42546222.mp3	5040
common_voice_mvy_42474228.mp3	4140
common_voice_mvy_42364200.mp3	3060
common_voice_mvy_42077273.mp3	2988
common_voice_mvy_42079055.mp3	7452
common_voice_mvy_42375312.mp3	4680
common_voice_mvy_42360421.mp3	4248
common_voice_mvy_42042556.mp3	6768
common_voice_mvy_42361154.mp3	5616
common_voice_mvy_42403453.mp3	2880
common_voice_mvy_42042949.mp3	4068
common_voice_mvy_42007974.mp3	4500
common_voice_mvy_42052634.mp3	3636
common_voice_mvy_42180418.mp3	3636
common_voice_mvy_42387842.mp3	4500
common_voice_mvy_42080924.mp3	4608
common_voice_mvy_42080839.mp3	5256
common_voice_mvy_42396372.mp3	5328
common_voice_mvy_42379938.mp3	5220
common_voice_mvy_42124242.mp3	5220
common_voice_mvy_42556764.mp3	4788
common_voice_mvy_42362815.mp3	3600
common_voice_mvy_42397711.mp3	3636
common_voice_mvy_42021237.mp3	6768
common_voice_mvy_42360248.mp3	3060
common_voice_mvy_42008179.mp3	4032
common_voice_mvy_42086415.mp3	4968
common_voice_mvy_42386083.mp3	4320
common_voice_mvy_42413162.mp3	3708
common_voice_mvy_42056233.mp3	5508
common_voice_mvy_42414325.mp3	5436
common_voice_mvy_42060427.mp3	3708
common_voice_mvy_42012010.mp3	4248
common_voice_mvy_42376534.mp3	3780
common_voice_mvy_42346694.mp3	5400
common_voice_mvy_42380116.mp3	5076
common_voice_mvy_42079295.mp3	10548
common_voice_mvy_42052739.mp3	4680
common_voice_mvy_42393391.mp3	4968
common_voice_mvy_42395010.mp3	3780
common_voice_mvy_42568132.mp3	4788
common_voice_mvy_42384134.mp3	4500
common_voice_mvy_42021211.mp3	10116
common_voice_mvy_42395699.mp3	3348
common_voice_mvy_42084103.mp3	3456
common_voice_mvy_42478864.mp3	6156
common_voice_mvy_42061029.mp3	5328
common_voice_mvy_42080241.mp3	3312
common_voice_mvy_42361902.mp3	7596
common_voice_mvy_42078823.mp3	3708
common_voice_mvy_42413220.mp3	5508
common_voice_mvy_42369772.mp3	4248
common_voice_mvy_42076303.mp3	3924
common_voice_mvy_42370110.mp3	8568
common_voice_mvy_42060429.mp3	3816
common_voice_mvy_42370533.mp3	4680
common_voice_mvy_42065956.mp3	3600
common_voice_mvy_42364230.mp3	4896
common_voice_mvy_42397375.mp3	3276
common_voice_mvy_42345907.mp3	5436
common_voice_mvy_42086215.mp3	6588
common_voice_mvy_42364685.mp3	4320
common_voice_mvy_42361016.mp3	5256
common_voice_mvy_42351621.mp3	6588
common_voice_mvy_42073834.mp3	6660
common_voice_mvy_42363839.mp3	4068
common_voice_mvy_42403375.mp3	3996
common_voice_mvy_42384371.mp3	3276
common_voice_mvy_42347016.mp3	2988
common_voice_mvy_42348946.mp3	2916
common_voice_mvy_42078660.mp3	7128
common_voice_mvy_42412790.mp3	3816
common_voice_mvy_42376599.mp3	3276
common_voice_mvy_42084846.mp3	3816
common_voice_mvy_42357188.mp3	4860
common_voice_mvy_42389431.mp3	5616
common_voice_mvy_42086643.mp3	7308
common_voice_mvy_42496809.mp3	4068
common_voice_mvy_42078645.mp3	7560
common_voice_mvy_42007232.mp3	3960
common_voice_mvy_42362883.mp3	4536
common_voice_mvy_42061215.mp3	5760
common_voice_mvy_42369746.mp3	2916
common_voice_mvy_42560179.mp3	5256
common_voice_mvy_42376518.mp3	3420
common_voice_mvy_42008422.mp3	4896
common_voice_mvy_42067110.mp3	7380
common_voice_mvy_42367215.mp3	4968
common_voice_mvy_42052630.mp3	5796
common_voice_mvy_42021383.mp3	7740
common_voice_mvy_42351359.mp3	4176
common_voice_mvy_42380914.mp3	3996
common_voice_mvy_42414609.mp3	4788
common_voice_mvy_42346960.mp3	2916
common_voice_mvy_42368506.mp3	3456
common_voice_mvy_42364616.mp3	8028
common_voice_mvy_42074788.mp3	5796
common_voice_mvy_42097888.mp3	3420
common_voice_mvy_42061296.mp3	4428
common_voice_mvy_42363589.mp3	3816
common_voice_mvy_42060864.mp3	7056
common_voice_mvy_42550583.mp3	7848
common_voice_mvy_42412812.mp3	4068
common_voice_mvy_42395952.mp3	4140
common_voice_mvy_42081536.mp3	6156
common_voice_mvy_42360375.mp3	3528
